x,y,depth
464,244,0.5474
468,244,0.5754
472,244,0.4819
476,244,0.3222
480,244,0.1747
484,244,0.0811
488,244,0.0371
492,244,0.0203
496,244,0.0157
500,244,0.0152
504,244,0.0150
508,244,0.0151
512,244,0.0153
516,244,0.0156
520,244,0.0167
524,244,0.0190
528,244,0.0225
532,244,0.0263
536,244,0.0290
540,244,0.0300
544,244,0.0295
548,244,0.0281
552,244,0.0266
556,244,0.0258
560,244,0.0259
564,244,0.0263
568,244,0.0262
572,244,0.0252
576,244,0.0232
580,244,0.0208
584,244,0.0191
588,244,0.0190
592,244,0.0212
596,244,0.0244
600,244,0.0270
604,244,0.0281
608,244,0.0280
612,244,0.0275
616,244,0.0265
620,244,0.0246
624,244,0.0218
628,244,0.0187
632,244,0.0162
636,244,0.0147
0,245,0.2050
4,245,0.1991
8,245,0.1843
12,245,0.1669
16,245,0.1523
20,245,0.1420
24,245,0.1361
28,245,0.1343
32,245,0.1373
36,245,0.1457
40,245,0.1596
44,245,0.1764
48,245,0.1903
52,245,0.1946
56,245,0.1874
60,245,0.1743
64,245,0.1655
68,245,0.1684
72,245,0.1863
76,245,0.2193
80,245,0.2659
84,245,0.3201
88,245,0.3707
92,245,0.4076
96,245,0.4270
100,245,0.4307
104,245,0.4218
108,245,0.4035
112,245,0.3819
116,245,0.3647
120,245,0.3555
124,245,0.3510
128,245,0.3455
132,245,0.3363
136,245,0.3251
140,245,0.3164
144,245,0.3145
148,245,0.3192
152,245,0.3252
156,245,0.3243
160,245,0.3119
164,245,0.2894
168,245,0.2617
172,245,0.2325
176,245,0.2047
180,245,0.1813
184,245,0.1668
188,245,0.1652
192,245,0.1780
196,245,0.2015
200,245,0.2275
204,245,0.2466
208,245,0.2527
212,245,0.2451
216,245,0.2276
220,245,0.2074
224,245,0.1921
228,245,0.1872
232,245,0.1956
236,245,0.2188
240,245,0.2587
244,245,0.3155
248,245,0.3816
252,245,0.4370
256,245,0.4567
260,245,0.4279
264,245,0.3628
268,245,0.2903
272,245,0.2350
276,245,0.2052
280,245,0.1973
284,245,0.2063
288,245,0.2313
292,245,0.2758
296,245,0.3448
300,245,0.4342
304,245,0.5214
308,245,0.5721
312,245,0.5641
316,245,0.5029
320,245,0.4169
324,245,0.3379
328,245,0.2907
332,245,0.2831
336,245,0.3043
340,245,0.3274
344,245,0.3279
348,245,0.3003
352,245,0.2571
356,245,0.2139
360,245,0.1796
364,245,0.1558
368,245,0.1417
372,245,0.1400
376,245,0.1578
380,245,0.2083
384,245,0.2968
388,245,0.4075
392,245,0.5041
396,245,0.5565
400,245,0.5621
404,245,0.5569
408,245,0.5821
412,245,0.6487
416,245,0.7340
420,245,0.7964
424,245,0.8013
428,245,0.7306
432,245,0.5914
436,245,0.4212
440,245,0.2700
444,245,0.1742
448,245,0.1404
452,245,0.1719
456,245,0.2716
460,245,0.4211
464,245,0.5503
468,245,0.5801
472,245,0.4870
476,245,0.3261
480,245,0.1767
484,245,0.0814
488,245,0.0365
492,245,0.0194
496,245,0.0147
500,245,0.0142
504,245,0.0140
508,245,0.0141
512,245,0.0143
516,245,0.0147
520,245,0.0159
524,245,0.0183
528,245,0.0220
532,245,0.0256
536,245,0.0282
540,245,0.0290
544,245,0.0283
548,245,0.0266
552,245,0.0251
556,245,0.0244
560,245,0.0248
564,245,0.0256
568,245,0.0259
572,245,0.0250
576,245,0.0231
580,245,0.0208
584,245,0.0190
588,245,0.0191
592,245,0.0212
596,245,0.0244
600,245,0.0269
604,245,0.0280
608,245,0.0279
612,245,0.0274
616,245,0.0265
620,245,0.0248
624,245,0.0220
628,245,0.0190
632,245,0.0164
636,245,0.0149
0,246,0.2088
4,246,0.2026
8,246,0.1874
12,246,0.1700
16,246,0.1558
20,246,0.1459
24,246,0.1397
28,246,0.1369
32,246,0.1384
36,246,0.1453
40,246,0.1582
44,246,0.1745
48,246,0.1882
52,246,0.1926
56,246,0.1858
60,246,0.1734
64,246,0.1654
68,246,0.1688
72,246,0.1868
76,246,0.2197
80,246,0.2662
84,246,0.3204
88,246,0.3709
92,246,0.4072
96,246,0.4256
100,246,0.4285
104,246,0.4196
108,246,0.4022
112,246,0.3818
116,246,0.3648
120,246,0.3546
124,246,0.3481
128,246,0.3406
132,246,0.3301
136,246,0.3186
140,246,0.3102
144,246,0.3084
148,246,0.3127
152,246,0.3179
156,246,0.3162
160,246,0.3035
164,246,0.2813
168,246,0.2542
172,246,0.2258
176,246,0.1989
180,246,0.1766
184,246,0.1631
188,246,0.1623
192,246,0.1757
196,246,0.1997
200,246,0.2260
204,246,0.2453
208,246,0.2518
212,246,0.2445
216,246,0.2273
220,246,0.2067
224,246,0.1903
228,246,0.1834
232,246,0.1896
236,246,0.2105
240,246,0.2479
244,246,0.3028
248,246,0.3687
252,246,0.4267
256,246,0.4512
260,246,0.4269
264,246,0.3642
268,246,0.2916
272,246,0.2350
276,246,0.2041
280,246,0.1957
284,246,0.2046
288,246,0.2294
292,246,0.2734
296,246,0.3418
300,246,0.4313
304,246,0.5207
308,246,0.5760
312,246,0.5738
316,246,0.5167
320,246,0.4309
324,246,0.3477
328,246,0.2935
332,246,0.2787
336,246,0.2952
340,246,0.3172
344,246,0.3199
348,246,0.2957
352,246,0.2553
356,246,0.2133
360,246,0.1785
364,246,0.1534
368,246,0.1377
372,246,0.1338
376,246,0.1490
380,246,0.1965
384,246,0.2830
388,246,0.3941
392,246,0.4939
396,246,0.5516
400,246,0.5625
404,246,0.5609
408,246,0.5873
412,246,0.6533
416,246,0.7375
420,246,0.7993
424,246,0.8043
428,246,0.7340
432,246,0.5950
436,246,0.4242
440,246,0.2720
444,246,0.1752
448,246,0.1406
452,246,0.1717
456,246,0.2716
460,246,0.4222
464,246,0.5534
468,246,0.5851
472,246,0.4925
476,246,0.3303
480,246,0.1788
484,246,0.0817
488,246,0.0359
492,246,0.0185
496,246,0.0137
500,246,0.0132
504,246,0.0130
508,246,0.0131
512,246,0.0134
516,246,0.0139
520,246,0.0152
524,246,0.0177
528,246,0.0214
532,246,0.0250
536,246,0.0274
540,246,0.0280
544,246,0.0271
548,246,0.0253
552,246,0.0237
556,246,0.0231
560,246,0.0237
564,246,0.0249
568,246,0.0255
572,246,0.0248
576,246,0.0230
580,246,0.0206
584,246,0.0190
588,246,0.0191
592,246,0.0213
596,246,0.0245
600,246,0.0269
604,246,0.0279
608,246,0.0278
612,246,0.0275
616,246,0.0267
620,246,0.0251
624,246,0.0224
628,246,0.0194
632,246,0.0169
636,246,0.0153
0,247,0.2128
4,247,0.2064
8,247,0.1909
12,247,0.1735
16,247,0.1597
20,247,0.1503
24,247,0.1439
28,247,0.1400
32,247,0.1399
36,247,0.1453
40,247,0.1571
44,247,0.1727
48,247,0.1861
52,247,0.1905
56,247,0.1841
60,247,0.1726
64,247,0.1654
68,247,0.1693
72,247,0.1872
76,247,0.2198
80,247,0.2660
84,247,0.3200
88,247,0.3704
92,247,0.4062
96,247,0.4238
100,247,0.4261
104,247,0.4174
108,247,0.4010
112,247,0.3815
116,247,0.3647
120,247,0.3533
124,247,0.3449
128,247,0.3354
132,247,0.3237
136,247,0.3119
140,247,0.3038
144,247,0.3023
148,247,0.3063
152,247,0.3107
156,247,0.3081
160,247,0.2950
164,247,0.2730
168,247,0.2465
172,247,0.2190
176,247,0.1932
180,247,0.1720
184,247,0.1596
188,247,0.1597
192,247,0.1736
196,247,0.1979
200,247,0.2244
204,247,0.2439
208,247,0.2506
212,247,0.2436
216,247,0.2268
220,247,0.2061
224,247,0.1887
228,247,0.1802
232,247,0.1842
236,247,0.2028
240,247,0.2378
244,247,0.2908
248,247,0.3564
252,247,0.4167
256,247,0.4456
260,247,0.4257
264,247,0.3654
268,247,0.2927
272,247,0.2350
276,247,0.2029
280,247,0.1940
284,247,0.2028
288,247,0.2274
292,247,0.2710
296,247,0.3386
300,247,0.4281
304,247,0.5196
308,247,0.5799
312,247,0.5840
316,247,0.5317
320,247,0.4468
324,247,0.3595
328,247,0.2981
332,247,0.2756
336,247,0.2867
340,247,0.3068
344,247,0.3111
348,247,0.2902
352,247,0.2527
356,247,0.2120
360,247,0.1773
364,247,0.1512
368,247,0.1341
372,247,0.1283
376,247,0.1409
380,247,0.1855
384,247,0.2699
388,247,0.3808
392,247,0.4834
396,247,0.5460
400,247,0.5621
404,247,0.5640
408,247,0.5915
412,247,0.6570
416,247,0.7401
420,247,0.8011
424,247,0.8062
428,247,0.7364
432,247,0.5976
436,247,0.4266
440,247,0.2736
444,247,0.1759
448,247,0.1407
452,247,0.1714
456,247,0.2715
460,247,0.4233
464,247,0.5567
468,247,0.5902
472,247,0.4981
476,247,0.3346
480,247,0.1810
484,247,0.0821
488,247,0.0353
492,247,0.0177
496,247,0.0127
500,247,0.0123
504,247,0.0121
508,247,0.0123
512,247,0.0126
516,247,0.0132
520,247,0.0146
524,247,0.0172
528,247,0.0209
532,247,0.0244
536,247,0.0266
540,247,0.0270
544,247,0.0260
548,247,0.0241
552,247,0.0224
556,247,0.0219
560,247,0.0227
564,247,0.0241
568,247,0.0250
572,247,0.0244
576,247,0.0227
580,247,0.0204
584,247,0.0189
588,247,0.0191
592,247,0.0214
596,247,0.0246
600,247,0.0269
604,247,0.0278
608,247,0.0278
612,247,0.0275
616,247,0.0269
620,247,0.0255
624,247,0.0230
628,247,0.0201
632,247,0.0175
636,247,0.0160
0,248,0.2169
4,248,0.2103
8,248,0.1944
12,248,0.1771
16,248,0.1640
20,248,0.1551
24,248,0.1486
28,248,0.1436
32,248,0.1419
36,248,0.1457
40,248,0.1562
44,248,0.1710
48,248,0.1840
52,248,0.1884
56,248,0.1824
60,248,0.1717
64,248,0.1653
68,248,0.1697
72,248,0.1876
76,248,0.2197
80,248,0.2655
84,248,0.3191
88,248,0.3692
92,248,0.4046
96,248,0.4216
100,248,0.4235
104,248,0.4152
108,248,0.3998
112,248,0.3812
116,248,0.3643
120,248,0.3516
124,248,0.3412
128,248,0.3299
132,248,0.3171
136,248,0.3052
140,248,0.2975
144,248,0.2962
148,248,0.3000
152,248,0.3035
156,248,0.3000
160,248,0.2864
164,248,0.2646
168,248,0.2389
172,248,0.2124
176,248,0.1877
180,248,0.1677
184,248,0.1563
188,248,0.1573
192,248,0.1717
196,248,0.1961
200,248,0.2227
204,248,0.2423
208,248,0.2491
212,248,0.2425
216,248,0.2260
220,248,0.2054
224,248,0.1873
228,248,0.1773
232,248,0.1794
236,248,0.1958
240,248,0.2285
244,248,0.2795
248,248,0.3447
252,248,0.4070
256,248,0.4399
260,248,0.4242
264,248,0.3663
268,248,0.2938
272,248,0.2349
276,248,0.2017
280,248,0.1923
284,248,0.2009
288,248,0.2255
292,248,0.2685
296,248,0.3355
300,248,0.4250
304,248,0.5187
308,248,0.5840
312,248,0.5948
316,248,0.5481
320,248,0.4644
324,248,0.3734
328,248,0.3045
332,248,0.2739
336,248,0.2788
340,248,0.2964
344,248,0.3016
348,248,0.2837
352,248,0.2492
356,248,0.2102
360,248,0.1757
364,248,0.1491
368,248,0.1308
372,248,0.1233
376,248,0.1336
380,248,0.1754
384,248,0.2574
388,248,0.3678
392,248,0.4725
396,248,0.5396
400,248,0.5607
404,248,0.5661
408,248,0.5948
412,248,0.6596
416,248,0.7416
420,248,0.8019
424,248,0.8069
428,248,0.7375
432,248,0.5992
436,248,0.4281
440,248,0.2746
444,248,0.1763
448,248,0.1405
452,248,0.1710
456,248,0.2714
460,248,0.4244
464,248,0.5598
468,248,0.5953
472,248,0.5037
476,248,0.3389
480,248,0.1832
484,248,0.0826
488,248,0.0348
492,248,0.0169
496,248,0.0118
500,248,0.0114
504,248,0.0113
508,248,0.0115
512,248,0.0120
516,248,0.0127
520,248,0.0141
524,248,0.0168
528,248,0.0204
532,248,0.0238
536,248,0.0258
540,248,0.0261
544,248,0.0250
548,248,0.0230
552,248,0.0213
556,248,0.0208
560,248,0.0218
564,248,0.0234
568,248,0.0244
572,248,0.0240
576,248,0.0223
580,248,0.0201
584,248,0.0187
588,248,0.0192
592,248,0.0216
596,248,0.0247
600,248,0.0270
604,248,0.0278
608,248,0.0277
612,248,0.0276
616,248,0.0272
620,248,0.0260
624,248,0.0237
628,248,0.0209
632,248,0.0184
636,248,0.0169
0,249,0.2210
4,249,0.2142
8,249,0.1981
12,249,0.1809
16,249,0.1684
20,249,0.1601
24,249,0.1536
28,249,0.1478
32,249,0.1445
36,249,0.1465
40,249,0.1556
44,249,0.1695
48,249,0.1820
52,249,0.1862
56,249,0.1807
60,249,0.1709
64,249,0.1654
68,249,0.1703
72,249,0.1880
76,249,0.2195
80,249,0.2646
84,249,0.3178
88,249,0.3675
92,249,0.4025
96,249,0.4190
100,249,0.4207
104,249,0.4129
108,249,0.3984
112,249,0.3806
116,249,0.3635
120,249,0.3496
124,249,0.3373
128,249,0.3243
132,249,0.3105
136,249,0.2985
140,249,0.2912
144,249,0.2904
148,249,0.2939
152,249,0.2966
156,249,0.2921
160,249,0.2780
164,249,0.2564
168,249,0.2313
172,249,0.2058
176,249,0.1823
180,249,0.1636
184,249,0.1533
188,249,0.1549
192,249,0.1697
196,249,0.1943
200,249,0.2208
204,249,0.2403
208,249,0.2472
212,249,0.2410
216,249,0.2250
220,249,0.2045
224,249,0.1860
228,249,0.1748
232,249,0.1751
236,249,0.1895
240,249,0.2200
244,249,0.2691
248,249,0.3337
252,249,0.3977
256,249,0.4342
260,249,0.4227
264,249,0.3673
268,249,0.2951
272,249,0.2351
276,249,0.2006
280,249,0.1906
284,249,0.1991
288,249,0.2236
292,249,0.2663
296,249,0.3327
300,249,0.4223
304,249,0.5181
308,249,0.5885
312,249,0.6063
316,249,0.5655
320,249,0.4834
324,249,0.3888
328,249,0.3125
332,249,0.2735
336,249,0.2716
340,249,0.2859
344,249,0.2915
348,249,0.2763
352,249,0.2448
356,249,0.2078
360,249,0.1739
364,249,0.1470
368,249,0.1278
372,249,0.1188
376,249,0.1268
380,249,0.1659
384,249,0.2453
388,249,0.3548
392,249,0.4613
396,249,0.5326
400,249,0.5584
404,249,0.5672
408,249,0.5970
412,249,0.6612
416,249,0.7419
420,249,0.8014
424,249,0.8064
428,249,0.7374
432,249,0.5997
436,249,0.4289
440,249,0.2752
444,249,0.1764
448,249,0.1402
452,249,0.1705
456,249,0.2711
460,249,0.4252
464,249,0.5627
468,249,0.6002
472,249,0.5092
476,249,0.3432
480,249,0.1855
484,249,0.0830
488,249,0.0343
492,249,0.0161
496,249,0.0110
500,249,0.0106
504,249,0.0106
508,249,0.0109
512,249,0.0115
516,249,0.0123
520,249,0.0138
524,249,0.0165
528,249,0.0200
532,249,0.0233
536,249,0.0251
540,249,0.0253
544,249,0.0241
548,249,0.0221
552,249,0.0204
556,249,0.0198
560,249,0.0209
564,249,0.0227
568,249,0.0239
572,249,0.0235
576,249,0.0218
580,249,0.0197
584,249,0.0185
588,249,0.0192
592,249,0.0217
596,249,0.0249
600,249,0.0270
604,249,0.0277
608,249,0.0277
612,249,0.0276
616,249,0.0275
620,249,0.0265
624,249,0.0245
628,249,0.0219
632,249,0.0195
636,249,0.0179
0,250,0.2248
4,250,0.2179
8,250,0.2016
12,250,0.1847
16,250,0.1729
20,250,0.1654
24,250,0.1590
28,250,0.1523
32,250,0.1475
36,250,0.1477
40,250,0.1554
44,250,0.1682
48,250,0.1801
52,250,0.1842
56,250,0.1792
60,250,0.1702
64,250,0.1656
68,250,0.1708
72,250,0.1884
76,250,0.2193
80,250,0.2636
84,250,0.3162
88,250,0.3655
92,250,0.4000
96,250,0.4161
100,250,0.4179
104,250,0.4106
108,250,0.3971
112,250,0.3798
116,250,0.3624
120,250,0.3471
124,250,0.3331
128,250,0.3186
132,250,0.3039
136,250,0.2919
140,250,0.2851
144,250,0.2847
148,250,0.2881
152,250,0.2900
156,250,0.2845
160,250,0.2698
164,250,0.2483
168,250,0.2239
172,250,0.1995
176,250,0.1772
180,250,0.1596
184,250,0.1504
188,250,0.1528
192,250,0.1678
196,250,0.1924
200,250,0.2188
204,250,0.2381
208,250,0.2450
212,250,0.2390
216,250,0.2235
220,250,0.2034
224,250,0.1846
228,250,0.1724
232,250,0.1713
236,250,0.1839
240,250,0.2124
244,250,0.2595
248,250,0.3233
252,250,0.3886
256,250,0.4285
260,250,0.4209
264,250,0.3681
268,250,0.2964
272,250,0.2355
276,250,0.1998
280,250,0.1890
284,250,0.1974
288,250,0.2218
292,250,0.2644
296,250,0.3304
300,250,0.4201
304,250,0.5180
308,250,0.5935
312,250,0.6184
316,250,0.5838
320,250,0.5038
324,250,0.4058
328,250,0.3220
332,250,0.2742
336,250,0.2651
340,250,0.2755
344,250,0.2810
348,250,0.2682
352,250,0.2397
356,250,0.2047
360,250,0.1718
364,250,0.1449
368,250,0.1250
372,250,0.1147
376,250,0.1207
380,250,0.1570
384,250,0.2338
388,250,0.3420
392,250,0.4499
396,250,0.5250
400,250,0.5555
404,250,0.5678
408,250,0.5987
412,250,0.6622
416,250,0.7417
420,250,0.8002
424,250,0.8049
428,250,0.7363
432,250,0.5992
436,250,0.4289
440,250,0.2754
444,250,0.1764
448,250,0.1399
452,250,0.1699
456,250,0.2707
460,250,0.4257
464,250,0.5652
468,250,0.6047
472,250,0.5144
476,250,0.3474
480,250,0.1877
484,250,0.0836
488,250,0.0339
492,250,0.0155
496,250,0.0102
500,250,0.0099
504,250,0.0100
508,250,0.0104
512,250,0.0110
516,250,0.0120
520,250,0.0136
524,250,0.0163
528,250,0.0198
532,250,0.0228
536,250,0.0245
540,250,0.0246
544,250,0.0233
548,250,0.0214
552,250,0.0196
556,250,0.0191
560,250,0.0202
564,250,0.0220
568,250,0.0233
572,250,0.0229
576,250,0.0212
580,250,0.0192
584,250,0.0183
588,250,0.0192
592,250,0.0219
596,250,0.0250
600,250,0.0270
604,250,0.0276
608,250,0.0276
612,250,0.0277
616,250,0.0277
620,250,0.0271
624,250,0.0254
628,250,0.0230
632,250,0.0208
636,250,0.0192
0,251,0.2284
4,251,0.2213
8,251,0.2049
12,251,0.1883
16,251,0.1773
20,251,0.1706
24,251,0.1646
28,251,0.1572
32,251,0.1509
36,251,0.1494
40,251,0.1555
44,251,0.1671
48,251,0.1784
52,251,0.1824
56,251,0.1778
60,251,0.1697
64,251,0.1659
68,251,0.1716
72,251,0.1888
76,251,0.2190
80,251,0.2625
84,251,0.3143
88,251,0.3631
92,251,0.3972
96,251,0.4131
100,251,0.4149
104,251,0.4083
108,251,0.3957
112,251,0.3789
116,251,0.3610
120,251,0.3444
124,251,0.3287
128,251,0.3128
132,251,0.2974
136,251,0.2854
140,251,0.2792
144,251,0.2793
148,251,0.2826
152,251,0.2838
156,251,0.2773
160,251,0.2620
164,251,0.2405
168,251,0.2168
172,251,0.1934
176,251,0.1723
180,251,0.1560
184,251,0.1477
188,251,0.1507
192,251,0.1660
196,251,0.1904
200,251,0.2165
204,251,0.2355
208,251,0.2423
212,251,0.2365
216,251,0.2216
220,251,0.2019
224,251,0.1831
228,251,0.1703
232,251,0.1681
236,251,0.1792
240,251,0.2058
244,251,0.2511
248,251,0.3140
252,251,0.3802
256,251,0.4230
260,251,0.4191
264,251,0.3691
268,251,0.2981
272,251,0.2362
276,251,0.1992
280,251,0.1877
284,251,0.1958
288,251,0.2203
292,251,0.2629
296,251,0.3287
300,251,0.4188
304,251,0.5187
308,251,0.5991
312,251,0.6311
316,251,0.6028
320,251,0.5251
324,251,0.4239
328,251,0.3326
332,251,0.2760
336,251,0.2593
340,251,0.2653
344,251,0.2702
348,251,0.2594
352,251,0.2338
356,251,0.2011
360,251,0.1694
364,251,0.1427
368,251,0.1225
372,251,0.1109
376,251,0.1149
380,251,0.1485
384,251,0.2226
388,251,0.3293
392,251,0.4381
396,251,0.5168
400,251,0.5521
404,251,0.5678
408,251,0.5999
412,251,0.6628
416,251,0.7408
420,251,0.7982
424,251,0.8024
428,251,0.7342
432,251,0.5979
436,251,0.4284
440,251,0.2752
444,251,0.1762
448,251,0.1394
452,251,0.1692
456,251,0.2699
460,251,0.4258
464,251,0.5670
468,251,0.6085
472,251,0.5191
476,251,0.3513
480,251,0.1899
484,251,0.0841
488,251,0.0336
492,251,0.0149
496,251,0.0096
500,251,0.0094
504,251,0.0095
508,251,0.0100
512,251,0.0108
516,251,0.0118
520,251,0.0135
524,251,0.0162
528,251,0.0196
532,251,0.0225
536,251,0.0240
540,251,0.0239
544,251,0.0227
548,251,0.0208
552,251,0.0190
556,251,0.0184
560,251,0.0195
564,251,0.0214
568,251,0.0226
572,251,0.0222
576,251,0.0206
580,251,0.0187
584,251,0.0180
588,251,0.0192
592,251,0.0221
596,251,0.0252
600,251,0.0271
604,251,0.0275
608,251,0.0275
612,251,0.0277
616,251,0.0280
620,251,0.0277
624,251,0.0263
628,251,0.0242
632,251,0.0221
636,251,0.0207
0,252,0.2314
4,252,0.2243
8,252,0.2079
12,252,0.1916
16,252,0.1815
20,252,0.1758
24,252,0.1702
28,252,0.1624
32,252,0.1547
36,252,0.1515
40,252,0.1559
44,252,0.1663
48,252,0.1768
52,252,0.1807
56,252,0.1766
60,252,0.1694
64,252,0.1664
68,252,0.1724
72,252,0.1894
76,252,0.2188
80,252,0.2613
84,252,0.3123
88,252,0.3605
92,252,0.3942
96,252,0.4100
100,252,0.4120
104,252,0.4060
108,252,0.3942
112,252,0.3777
116,252,0.3593
120,252,0.3414
124,252,0.3241
128,252,0.3071
132,252,0.2912
136,252,0.2794
140,252,0.2737
144,252,0.2743
148,252,0.2775
152,252,0.2780
156,252,0.2705
160,252,0.2545
164,252,0.2330
168,252,0.2099
172,252,0.1876
176,252,0.1677
180,252,0.1525
184,252,0.1452
188,252,0.1487
192,252,0.1640
196,252,0.1882
200,252,0.2139
204,252,0.2325
208,252,0.2391
212,252,0.2335
216,252,0.2190
220,252,0.2000
224,252,0.1814
228,252,0.1684
232,252,0.1653
236,252,0.1751
240,252,0.2001
244,252,0.2437
248,252,0.3055
252,252,0.3722
256,252,0.4176
260,252,0.4173
264,252,0.3702
268,252,0.3001
272,252,0.2374
276,252,0.1990
280,252,0.1865
284,252,0.1944
288,252,0.2191
292,252,0.2619
296,252,0.3279
300,252,0.4184
304,252,0.5204
308,252,0.6053
312,252,0.6440
316,252,0.6219
320,252,0.5466
324,252,0.4426
328,252,0.3441
332,252,0.2786
336,252,0.2541
340,252,0.2554
344,252,0.2591
348,252,0.2501
352,252,0.2272
356,252,0.1970
360,252,0.1667
364,252,0.1405
368,252,0.1200
372,252,0.1074
376,252,0.1095
380,252,0.1405
384,252,0.2117
388,252,0.3166
392,252,0.4261
396,252,0.5083
400,252,0.5481
404,252,0.5675
408,252,0.6009
412,252,0.6630
416,252,0.7396
420,252,0.7956
424,252,0.7992
428,252,0.7312
432,252,0.5958
436,252,0.4274
440,252,0.2750
444,252,0.1761
448,252,0.1392
452,252,0.1685
456,252,0.2690
460,252,0.4253
464,252,0.5681
468,252,0.6115
472,252,0.5231
476,252,0.3549
480,252,0.1919
484,252,0.0847
488,252,0.0333
492,252,0.0144
496,252,0.0090
500,252,0.0089
504,252,0.0091
508,252,0.0097
512,252,0.0106
516,252,0.0118
520,252,0.0136
524,252,0.0163
528,252,0.0195
532,252,0.0222
536,252,0.0235
540,252,0.0234
544,252,0.0222
548,252,0.0203
552,252,0.0186
556,252,0.0179
560,252,0.0189
564,252,0.0208
568,252,0.0220
572,252,0.0215
576,252,0.0199
580,252,0.0182
584,252,0.0177
588,252,0.0192
592,252,0.0222
596,252,0.0253
600,252,0.0270
604,252,0.0274
608,252,0.0273
612,252,0.0276
616,252,0.0282
620,252,0.0282
624,252,0.0273
628,252,0.0255
632,252,0.0236
636,252,0.0223
0,253,0.2339
4,253,0.2267
8,253,0.2104
12,253,0.1945
16,253,0.1853
20,253,0.1807
24,253,0.1758
28,253,0.1677
32,253,0.1588
36,253,0.1539
40,253,0.1567
44,253,0.1658
48,253,0.1756
52,253,0.1793
56,253,0.1757
60,253,0.1693
64,253,0.1671
68,253,0.1733
72,253,0.1899
76,253,0.2185
80,253,0.2600
84,253,0.3101
88,253,0.3577
92,253,0.3911
96,253,0.4068
100,253,0.4091
104,253,0.4038
108,253,0.3927
112,253,0.3764
116,253,0.3573
120,253,0.3382
124,253,0.3196
128,253,0.3016
132,253,0.2853
136,253,0.2737
140,253,0.2686
144,253,0.2697
148,253,0.2729
152,253,0.2727
156,253,0.2642
160,253,0.2475
164,253,0.2258
168,253,0.2033
172,253,0.1820
176,253,0.1634
180,253,0.1493
184,253,0.1427
188,253,0.1466
192,253,0.1619
196,253,0.1857
200,253,0.2109
204,253,0.2291
208,253,0.2354
212,253,0.2298
216,253,0.2159
220,253,0.1975
224,253,0.1795
228,253,0.1665
232,253,0.1629
236,253,0.1718
240,253,0.1954
244,253,0.2373
248,253,0.2979
252,253,0.3648
256,253,0.4123
260,253,0.4155
264,253,0.3714
268,253,0.3024
272,253,0.2390
276,253,0.1991
280,253,0.1855
284,253,0.1931
288,253,0.2181
292,253,0.2615
296,253,0.3279
300,253,0.4190
304,253,0.5228
308,253,0.6120
312,253,0.6570
316,253,0.6410
320,253,0.5681
324,253,0.4614
328,253,0.3560
332,253,0.2819
336,253,0.2496
340,253,0.2458
344,253,0.2480
348,253,0.2403
352,253,0.2201
356,253,0.1923
360,253,0.1636
364,253,0.1381
368,253,0.1175
372,253,0.1041
376,253,0.1045
380,253,0.1329
384,253,0.2011
388,253,0.3041
392,253,0.4140
396,253,0.4994
400,253,0.5439
404,253,0.5671
408,253,0.6019
412,253,0.6634
416,253,0.7383
420,253,0.7928
424,253,0.7955
428,253,0.7276
432,253,0.5932
436,253,0.4261
440,253,0.2747
444,253,0.1762
448,253,0.1390
452,253,0.1678
456,253,0.2678
460,253,0.4242
464,253,0.5683
468,253,0.6136
472,253,0.5265
476,253,0.3580
480,253,0.1938
484,253,0.0854
488,253,0.0332
492,253,0.0140
496,253,0.0086
500,253,0.0086
504,253,0.0089
508,253,0.0096
512,253,0.0106
516,253,0.0119
520,253,0.0138
524,253,0.0165
528,253,0.0196
532,253,0.0221
536,253,0.0232
540,253,0.0230
544,253,0.0218
548,253,0.0200
552,253,0.0182
556,253,0.0175
560,253,0.0184
564,253,0.0202
568,253,0.0213
572,253,0.0208
576,253,0.0192
580,253,0.0176
584,253,0.0174
588,253,0.0191
592,253,0.0223
596,253,0.0254
600,253,0.0270
604,253,0.0271
608,253,0.0270
612,253,0.0274
616,253,0.0282
620,253,0.0287
624,253,0.0282
628,253,0.0268
632,253,0.0251
636,253,0.0239
0,254,0.2358
4,254,0.2286
8,254,0.2123
12,254,0.1969
16,254,0.1887
20,254,0.1853
24,254,0.1812
28,254,0.1731
32,254,0.1631
36,254,0.1567
40,254,0.1578
44,254,0.1656
48,254,0.1746
52,254,0.1782
56,254,0.1752
60,254,0.1696
64,254,0.1680
68,254,0.1744
72,254,0.1906
76,254,0.2184
80,254,0.2589
84,254,0.3081
88,254,0.3550
92,254,0.3880
96,254,0.4036
100,254,0.4062
104,254,0.4016
108,254,0.3910
112,254,0.3748
116,254,0.3551
120,254,0.3348
124,254,0.3151
128,254,0.2964
132,254,0.2799
136,254,0.2685
140,254,0.2640
144,254,0.2656
148,254,0.2689
152,254,0.2680
156,254,0.2585
160,254,0.2410
164,254,0.2192
168,254,0.1971
172,254,0.1768
176,254,0.1592
180,254,0.1462
184,254,0.1404
188,254,0.1446
192,254,0.1597
196,254,0.1830
200,254,0.2076
204,254,0.2253
208,254,0.2312
212,254,0.2256
216,254,0.2122
220,254,0.1946
224,254,0.1772
228,254,0.1646
232,254,0.1609
236,254,0.1691
240,254,0.1916
244,254,0.2320
248,254,0.2912
252,254,0.3579
256,254,0.4073
260,254,0.4138
264,254,0.3729
268,254,0.3053
272,254,0.2412
276,254,0.1997
